state_prefix,constituency_name,candidate_name,party,party_abbreviation,incumbent,source_url,source_label,nomination_status
WB,Itahar,Mosaraf Hussain,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Itahar,Amal Acharya,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Kushmandi,Rekha Roy,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Kushmandi,Bablu Sarkar,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Kumarganj,Toraf Hossain Mondal,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Kumarganj,Gulam Martuja Mandal,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Balurghat,Arpita Ghosh,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Balurghat,Pradip Kumar Mitra,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Tapan,Chintamoni Biha,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Tapan,Bankim Chandra Toppo,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Gangarampur,Goutam Das,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Gangarampur,Smt. Jui Barman,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Harirampur,Biplab Mitra,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Harirampur,Subhasish Pal (Sona),Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Habibpur,Amal Kisku,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Habibpur,Rajen Soren,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Gazole,Prasenjit Das,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Gazole,Prem Chowdhury,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1775104277/PR_2_WB_INC_Candidates_2026_488ad7f539.pdf,Official INC West Bengal candidate update PDF (1 Apr 2026),manual_seed
WB,Chanchal,Prasun Banerjee,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
WB,Chanchal,Asif Mehbub,Indian National Congress,INC,,https://res.cloudinary.com/dkplc2mbj/image/upload/v1774794864/PR_1_WB_Candidates_2026_72d9f09a56.pdf,Official INC West Bengal candidate list PDF (29 Mar 2026),manual_seed
WB,Harishchandrapur,Md. Matebur Rahman,All India Trinamool Congress,AITC,,https://static.aitcofficial.org/uploads/2026/03/AITC-Candidate-List-2026.pdf,Official AITC West Bengal candidate list PDF (Mar 2026),manual_seed
